,Title,Sumber,Label,Hasil_Case_Folding,Hasil_Token,Hasil_Stopword,Hasil_Stemming
626,"UPDATE 25 Februari: 853.745 Tenaga Kesehatan Sudah Divaksinasi Dosis Kedua, 1.461.920 Dosis Pertama",Kompas,0,update februari tenaga kesehatan sudah divaksinasi dosis kedua dosis pertama,"['update', 'februari', 'tenaga', 'kesehatan', 'sudah', 'divaksinasi', 'dosis', 'kedua', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'kesehatan', 'dosis', 'kedua', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'sehat', 'dosis', 'dua', 'dosis', 'pertama']"
627,"39 Tahanan KPK Telah Divaksin, Termasuk Edhy Prabowo dan Juliari Batubara",Kompas,0,tahanan kpk telah divaksin termasuk edhy prabowo dan juliari batubara,"['tahanan', 'kpk', 'telah', 'divaksin', 'termasuk', 'edhy', 'prabowo', 'dan', 'juliari', 'batubara']","['tahanan', 'kpk', 'termasuk', 'edhy', 'prabowo', 'juliari', 'batubara']","['tahan', 'kpk', 'masuk', 'edhy', 'prabowo', 'juliari', 'batubara']"
628,Pedagang Pasar hingga Sopir Bus Jadi Sasaran Vaksin Covid-19 di Banyumas,Kompas,0,pedagang pasar hingga sopir bus jadi sasaran vaksin covid di banyumas,"['pedagang', 'pasar', 'hingga', 'sopir', 'bus', 'jadi', 'sasaran', 'vaksin', 'covid', 'di', 'banyumas']","['pedagang', 'pasar', 'hingga', 'sopir', 'bus', 'jadi', 'sasaran', 'banyumas']","['dagang', 'pasar', 'hingga', 'sopir', 'bus', 'jadi', 'sasar', 'banyumas']"
629,Puluhan Wartawan di Banyumas Disuntik Vaksin Covid-19,Kompas,0,puluhan wartawan di banyumas disuntik vaksin covid,"['puluhan', 'wartawan', 'di', 'banyumas', 'disuntik', 'vaksin', 'covid']","['puluhan', 'wartawan', 'banyumas', 'disuntik', '']","['puluh', 'wartawan', 'banyumas', 'suntik', '']"
630,Sampai Kapan Tetap Harus Disiplin Protokol Kesehatan meski Sudah Divaksin?,Kompas,0,sampai kapan tetap harus disiplin protokol kesehatan meski sudah divaksin,"['sampai', 'kapan', 'tetap', 'harus', 'disiplin', 'protokol', 'kesehatan', 'meski', 'sudah', 'divaksin']","['', 'kapan', 'tetap', 'disiplin', 'protokol', 'kesehatan', 'meski', '']","['', 'kapan', 'tetap', 'disiplin', 'protokol', 'sehat', 'meski', '']"
631,"Jangan Minum Obat Pereda Nyeri Sebelum Divaksin Covid-19, Begini Penjelasan Ahli",Kompas,0,jangan minum obat pereda nyeri sebelum divaksin covid begini penjelasan ahli,"['jangan', 'minum', 'obat', 'pereda', 'nyeri', 'sebelum', 'divaksin', 'covid', 'begini', 'penjelasan', 'ahli']","['jangan', 'minum', 'obat', 'pereda', 'nyeri', 'begini', 'penjelasan', 'ahli']","['jangan', 'minum', 'obat', 'reda', 'nyeri', 'begini', 'jelas', 'ahli']"
632,Amankah Vaksin Covid-19 untuk Pasien Kanker?,Kompas,0,amankah vaksin covid untuk pasien kanker,"['amankah', 'vaksin', 'covid', 'untuk', 'pasien', 'kanker']","['amankah', 'pasien', 'kanker']","['aman', 'pasien', 'kanker']"
633,Pemerintah Diminta Beri Penjelasan Lengkap soal Dampak Vaksin Covid-19 bagi Penyandang Disabilitas,Kompas,-1,pemerintah diminta beri penjelasan lengkap soal dampak vaksin covid bagi penyandang disabilitas,"['pemerintah', 'diminta', 'beri', 'penjelasan', 'lengkap', 'soal', 'dampak', 'vaksin', 'covid', 'bagi', 'penyandang', 'disabilitas']","['pemerintah', 'diminta', 'beri', 'penjelasan', 'lengkap', 'soal', 'dampak', 'penyandang', 'disabilitas']","['perintah', 'minta', 'beri', 'jelas', 'lengkap', 'soal', 'dampak', 'sandang', 'disabilitas']"
634,Wapres Nilai Kelompok Anti-vaksin Covid-19 Sudah Berkurang,Kompas,1,wapres nilai kelompok antivaksin covid sudah berkurang,"['wapres', 'nilai', 'kelompok', 'antivaksin', 'covid', 'sudah', 'berkurang']","['wapres', 'nilai', 'kelompok', 'antivaksin', 'berkurang']","['wapres', 'nilai', 'kelompok', 'antivaksin', 'kurang']"
635,Pemilik Kondisi Kesehatan Khusus Ini Disebut Dapat Menerima Vaksin Covid-19,Kompas,0,pemilik kondisi kesehatan khusus ini disebut dapat menerima vaksin covid,"['pemilik', 'kondisi', 'kesehatan', 'khusus', 'ini', 'disebut', 'dapat', 'menerima', 'vaksin', 'covid']","['pemilik', 'kondisi', 'kesehatan', 'khusus', 'disebut', 'menerima', '']","['milik', 'kondisi', 'sehat', 'khusus', 'sebut', 'terima', '']"
636,IPB Siap Bantu Uji Praklinis Vaksin Covid-19 Merah Putih,Kompas,0,ipb siap bantu uji praklinis vaksin covid merah putih,"['ipb', 'siap', 'bantu', 'uji', 'praklinis', 'vaksin', 'covid', 'merah', 'putih']","['ipb', 'siap', 'bantu', 'uji', 'praklinis', 'merah', 'putih']","['ipb', 'siap', 'bantu', 'uji', 'praklinis', 'merah', 'putih']"
637,Vaksinasi Covid-19 Tahap Dua Temanggung Sasar Guru hingga Sopir Angkutan Umum,Kompas,0,vaksinasi covid tahap dua temanggung sasar guru hingga sopir angkutan umum,"['vaksinasi', 'covid', 'tahap', 'dua', 'temanggung', 'sasar', 'guru', 'hingga', 'sopir', 'angkutan', 'umum']","['', 'tahap', 'temanggung', 'sasar', 'guru', 'hingga', 'sopir', 'angkutan', 'umum']","['', 'tahap', 'tanggung', 'sasar', 'guru', 'hingga', 'sopir', 'angkut', 'umum']"
638,"Antusias Warga Lansia Ikuti Vaksinasi Covid-19 Tinggi, Ini yang Disiapkan Dinkes Solo",Kompas,1,antusias warga lansia ikuti vaksinasi covid tinggi ini yang disiapkan dinkes solo,"['antusias', 'warga', 'lansia', 'ikuti', 'vaksinasi', 'covid', 'tinggi', 'ini', 'yang', 'disiapkan', 'dinkes', 'solo']","['antusias', 'warga', 'lansia', 'ikuti', 'tinggi', 'disiapkan', 'dinkes', 'solo']","['antusias', 'warga', 'lansia', 'ikut', 'tinggi', 'siap', 'dinkes', 'solo']"
639,"Sempat Dua Kali Divaksin Covid-19, Direktur STIK Tamalatea Makassar Meninggal, Ini Penjelasan RS",Kompas,-1,sempat dua kali divaksin covid direktur stik tamalatea makassar meninggal ini penjelasan rs,"['sempat', 'dua', 'kali', 'divaksin', 'covid', 'direktur', 'stik', 'tamalatea', 'makassar', 'meninggal', 'ini', 'penjelasan', 'rs']","['sempat', 'kali', 'direktur', 'stik', 'tamalatea', 'makassar', 'meninggal', 'penjelasan', 'rs']","['sempat', 'kali', 'direktur', 'stik', 'tamalatea', 'makassar', 'tinggal', 'jelas', 'rs']"
640,"Satgas Covid-19 DPR Inspeksi Kantor BPOM, Pastikan Proses Pemantauan dan Pengujian Vaksin Covid-19",Kompas,0,satgas covid dpr inspeksi kantor bpom pastikan proses pemantauan dan pengujian vaksin covid,"['satgas', 'covid', 'dpr', 'inspeksi', 'kantor', 'bpom', 'pastikan', 'proses', 'pemantauan', 'dan', 'pengujian', 'vaksin', 'covid']","['satgas', 'dpr', 'inspeksi', 'kantor', 'bpom', 'pastikan', 'proses', 'pemantauan', 'pengujian', '']","['satgas', 'dpr', 'inspeksi', 'kantor', 'bpom', 'pasti', 'proses', 'pantau', 'uji', '']"
641,8.780 Vial Vaksin Covid-19 untuk Lansia dan Petugas Pelayanan Publik Tiba di Kalbar,Kompas,0,vial vaksin covid untuk lansia dan petugas pelayanan publik tiba di kalbar,"['vial', 'vaksin', 'covid', 'untuk', 'lansia', 'dan', 'petugas', 'pelayanan', 'publik', 'tiba', 'di', 'kalbar']","['vial', 'lansia', 'petugas', 'pelayanan', 'publik', 'tiba', 'kalbar']","['vial', 'lansia', 'tugas', 'layan', 'publik', 'tiba', 'kalbar']"
642,"Cerita Lansia di Surabaya Setelah Disuntik Vaksin Covid-19: Saya Lega, Lebih Tenang...",Kompas,1,cerita lansia di surabaya setelah disuntik vaksin covid saya lega lebih tenang,"['cerita', 'lansia', 'di', 'surabaya', 'setelah', 'disuntik', 'vaksin', 'covid', 'saya', 'lega', 'lebih', 'tenang']","['cerita', 'lansia', 'surabaya', 'disuntik', 'lega', 'lebih', 'tenang']","['cerita', 'lansia', 'surabaya', 'suntik', 'lega', 'lebih', 'tenang']"
643,"Tak Sabar Ingin Divaksin, Gubernur Banten: Supaya Bisa Leluasa ke Mana-mana",Kompas,1,tak sabar ingin divaksin gubernur banten supaya bisa leluasa ke manamana,"['tak', 'sabar', 'ingin', 'divaksin', 'gubernur', 'banten', 'supaya', 'bisa', 'leluasa', 'ke', 'manamana']","['tak', 'sabar', 'gubernur', 'banten', 'leluasa', 'manamana']","['tak', 'sabar', 'gubernur', 'banten', 'leluasa', 'manamana']"
644,"100.000 Lansia Akan Divaksin Covid-19, Penerima Dites Naiki 10 Anak Tangga  ",Kompas,0,lansia akan divaksin covid penerima dites naiki anak tangga,"['lansia', 'akan', 'divaksin', 'covid', 'penerima', 'dites', 'naiki', 'anak', 'tangga']","['lansia', 'penerima', 'dites', 'naiki', 'anak', 'tangga']","['lansia', 'terima', 'tes', 'naik', 'anak', 'tangga']"
645,Belum Ada Jatah Vaksin Covid-19 untuk Lansia di Blora,Kompas,0,belum ada jatah vaksin covid untuk lansia di blora,"['belum', 'ada', 'jatah', 'vaksin', 'covid', 'untuk', 'lansia', 'di', 'blora']","['', 'jatah', 'lansia', 'blora']","['', 'jatah', 'lansia', 'blora']"
646,"Indonesia Masuki Tahap Kedua Vaksinasi Covid-19, Ini Syarat Penerima Vaksin",Kompas,0,indonesia masuki tahap kedua vaksinasi covid ini syarat penerima vaksin,"['indonesia', 'masuki', 'tahap', 'kedua', 'vaksinasi', 'covid', 'ini', 'syarat', 'penerima', 'vaksin']","['indonesia', 'masuki', 'tahap', 'kedua', 'syarat', 'penerima', '']","['indonesia', 'masuk', 'tahap', 'dua', 'syarat', 'terima', '']"
647,"Sering Bertemu Banyak Orang, 98 Kiai di Jawa Timur Disuntik Vaksin Covid-19",Kompas,0,sering bertemu banyak orang kiai di jawa timur disuntik vaksin covid,"['sering', 'bertemu', 'banyak', 'orang', 'kiai', 'di', 'jawa', 'timur', 'disuntik', 'vaksin', 'covid']","['sering', 'bertemu', 'banyak', 'orang', 'kiai', 'jawa', 'timur', 'disuntik', '']","['sering', 'temu', 'banyak', 'orang', 'kiai', 'jawa', 'timur', 'suntik', '']"
648,"Studi Inggris pada Vaksin Pfizer, 1 Dosis Kurangi Risiko Infeksi Corona 75 Persen",Kompas,1,studi inggris pada vaksin pfizer dosis kurangi risiko infeksi corona persen,"['studi', 'inggris', 'pada', 'vaksin', 'pfizer', 'dosis', 'kurangi', 'risiko', 'infeksi', 'corona', 'persen']","['studi', 'inggris', 'pfizer', 'dosis', 'kurangi', 'risiko', 'infeksi', 'persen']","['studi', 'inggris', 'pfizer', 'dosis', 'kurang', 'risiko', 'infeksi', 'persen']"
649,"UPDATE 23 Februari: 789.966 Tenaga Kesehatan Disuntik Vaksin Dosis Kedua, 1.269.905 Dosis Pertama",Kompas,0,update februari tenaga kesehatan disuntik vaksin dosis kedua dosis pertama,"['update', 'februari', 'tenaga', 'kesehatan', 'disuntik', 'vaksin', 'dosis', 'kedua', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'kesehatan', 'disuntik', 'dosis', 'kedua', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'sehat', 'suntik', 'dosis', 'dua', 'dosis', 'pertama']"
650,"Pendaftaran Vaksinasi Covid-19 Lansia di Denpasar Dimulai, Hanya Bisa Secara Online",Kompas,0,pendaftaran vaksinasi covid lansia di denpasar dimulai hanya bisa secara online,"['pendaftaran', 'vaksinasi', 'covid', 'lansia', 'di', 'denpasar', 'dimulai', 'hanya', 'bisa', 'secara', 'online']","['pendaftaran', 'lansia', 'denpasar', 'dimulai', 'online']","['daftar', 'lansia', 'denpasar', 'mulai', 'online']"
651,Jokowi: Indonesia Beruntung Telah Amankan Pasokan Vaksin Covid-19 ,Kompas,1,jokowi indonesia beruntung telah amankan pasokan vaksin covid,"['jokowi', 'indonesia', 'beruntung', 'telah', 'amankan', 'pasokan', 'vaksin', 'covid']","['jokowi', 'indonesia', 'beruntung', 'amankan', 'pasokan', '']","['jokowi', 'indonesia', 'untung', 'aman', 'pasok', '']"
652,Vaksinasi Covid-19 untuk Lansia di Kalsel Baru Dimulai pada Maret 2021,Kompas,0,vaksinasi covid untuk lansia di kalsel baru dimulai pada maret,"['vaksinasi', 'covid', 'untuk', 'lansia', 'di', 'kalsel', 'baru', 'dimulai', 'pada', 'maret']","['', 'lansia', 'kalsel', 'baru', 'dimulai', 'maret']","['', 'lansia', 'kalsel', 'baru', 'mulai', 'maret']"
653,"Vaksinasi Covid-19 untuk Lansia di Surabaya Dimulai, Ini Jadwal dan Tahapannya...",Kompas,0,vaksinasi covid untuk lansia di surabaya dimulai ini jadwal dan tahapannya,"['vaksinasi', 'covid', 'untuk', 'lansia', 'di', 'surabaya', 'dimulai', 'ini', 'jadwal', 'dan', 'tahapannya']","['', 'lansia', 'surabaya', 'dimulai', 'jadwal', 'tahapannya']","['', 'lansia', 'surabaya', 'mulai', 'jadwal', 'tahap']"
654,Komnas KIPI: 5 dari 10.000 Kejadian Ikutan Pasca-imunisasi Masuk Kategori Sedang ,Kompas,0,komnas kipi dari kejadian ikutan pascaimunisasi masuk kategori sedang,"['komnas', 'kipi', 'dari', 'kejadian', 'ikutan', 'pascaimunisasi', 'masuk', 'kategori', 'sedang']","['komnas', 'kipi', 'kejadian', 'ikutan', 'pascaimunisasi', 'masuk', 'kategori', 'sedang']","['komnas', 'kipi', 'jadi', 'ikut', 'pascaimunisasi', 'masuk', 'kategori', 'sedang']"
655,"Vaksin Covid-19 Tahap 2 Diprioritaskan untuk Lansia, Sultan: Saya Ikut",Kompas,0,vaksin covid tahap diprioritaskan untuk lansia sultan saya ikut,"['vaksin', 'covid', 'tahap', 'diprioritaskan', 'untuk', 'lansia', 'sultan', 'saya', 'ikut']","['', 'tahap', 'diprioritaskan', 'lansia', 'sultan', 'ikut']","['', 'tahap', 'prioritas', 'lansia', 'sultan', 'ikut']"
656,[POPULER SAINS] Keamanan Vaksin Covid-19 Lansia | Gejala Long Covid Bertahan 9 Bulan,Kompas,0,populer sains keamanan vaksin covid lansia gejala long covid bertahan bulan,"['populer', 'sains', 'keamanan', 'vaksin', 'covid', 'lansia', 'gejala', 'long', 'covid', 'bertahan', 'bulan']","['populer', 'sains', 'keamanan', 'lansia', 'gejala', 'long', 'bertahan', 'bulan']","['populer', 'sains', 'aman', 'lansia', 'gejala', 'long', 'tahan', 'bulan']"
657,Menkes Targetkan Pedagang Pasar Beringharjo Yogyakarta Disuntik Vaksin Covid-19 1 Maret,Kompas,0,menkes targetkan pedagang pasar beringharjo yogyakarta disuntik vaksin covid maret,"['menkes', 'targetkan', 'pedagang', 'pasar', 'beringharjo', 'yogyakarta', 'disuntik', 'vaksin', 'covid', 'maret']","['menkes', 'targetkan', 'pedagang', 'pasar', 'beringharjo', 'yogyakarta', 'disuntik', 'maret']","['menkes', 'target', 'dagang', 'pasar', 'beringharjo', 'yogyakarta', 'suntik', 'maret']"
658,"Kisah Lansia yang Dapat Vaksin Covid-19, Bagaimana Keamanannya?",Kompas,0,kisah lansia yang dapat vaksin covid bagaimana keamanannya,"['kisah', 'lansia', 'yang', 'dapat', 'vaksin', 'covid', 'bagaimana', 'keamanannya']","['kisah', 'lansia', 'bagaimana', 'keamanannya']","['kisah', 'lansia', 'bagaimana', 'aman']"
659,"Dimulai Besok, Solo Terima 70.000 Dosis Vaksin Covid-19 Tahap Dua",Kompas,0,dimulai besok solo terima dosis vaksin covid tahap dua,"['dimulai', 'besok', 'solo', 'terima', 'dosis', 'vaksin', 'covid', 'tahap', 'dua']","['dimulai', 'besok', 'solo', 'terima', 'dosis', 'tahap', '']","['mulai', 'besok', 'solo', 'terima', 'dosis', 'tahap', '']"
660,"Vaksinasi Covid-19 Tahap Dua Dimulai Besok, Grobogan Dapat Jatah 12.000 Dosis",Kompas,0,vaksinasi covid tahap dua dimulai besok grobogan dapat jatah dosis,"['vaksinasi', 'covid', 'tahap', 'dua', 'dimulai', 'besok', 'grobogan', 'dapat', 'jatah', 'dosis']","['', 'tahap', 'dimulai', 'besok', 'grobogan', 'jatah', 'dosis']","['', 'tahap', 'mulai', 'besok', 'grobogan', 'jatah', 'dosis']"
661,Ganjar Minta Kepala Daerah di Jateng Kawal Percepatan Vaksinasi Covid-19,Kompas,0,ganjar minta kepala daerah di jateng kawal percepatan vaksinasi covid,"['ganjar', 'minta', 'kepala', 'daerah', 'di', 'jateng', 'kawal', 'percepatan', 'vaksinasi', 'covid']","['ganjar', 'minta', 'kepala', 'daerah', 'jateng', 'kawal', 'percepatan', '']","['ganjar', 'minta', 'kepala', 'daerah', 'jateng', 'kawal', 'cepat', '']"
662,Kemenkes: Efek Samping Disuntik Vaksin Covid-19 Nyeri dan Gatal-gatal,Kompas,-1,kemenkes efek samping disuntik vaksin covid nyeri dan gatalgatal,"['kemenkes', 'efek', 'samping', 'disuntik', 'vaksin', 'covid', 'nyeri', 'dan', 'gatalgatal']","['kemenkes', 'efek', 'samping', 'disuntik', 'nyeri', 'gatalgatal']","['kemenkes', 'efek', 'samping', 'suntik', 'nyeri', 'gatalgatal']"
663,"Vaksinasi Covid-19 Tahap 2 di Banyumas Digelar Besok, Ini Sasarannya",Kompas,0,vaksinasi covid tahap di banyumas digelar besok ini sasarannya,"['vaksinasi', 'covid', 'tahap', 'di', 'banyumas', 'digelar', 'besok', 'ini', 'sasarannya']","['', 'tahap', 'banyumas', 'digelar', 'besok', 'sasarannya']","['', 'tahap', 'banyumas', 'gelar', 'besok', 'sasar']"
664,"Fakta-fakta Perawat RSUD Blitar Meninggal karena Covid-19, Sempat Disuntik Vaksin, Riwayat ke Luar Kota",Kompas,-1,faktafakta perawat rsud blitar meninggal karena covid sempat disuntik vaksin riwayat ke luar kota,"['faktafakta', 'perawat', 'rsud', 'blitar', 'meninggal', 'karena', 'covid', 'sempat', 'disuntik', 'vaksin', 'riwayat', 'ke', 'luar', 'kota']","['faktafakta', 'perawat', 'rsud', 'blitar', 'meninggal', 'sempat', 'disuntik', 'riwayat', 'luar', 'kota']","['faktafakta', 'awat', 'rsud', 'blitar', 'tinggal', 'sempat', 'suntik', 'riwayat', 'luar', 'kota']"
665,"Vaksinasi Gelombang II Dimulai, Ganjar Targetkan 1.000 Orang Divaksin Setiap Hari",Kompas,0,vaksinasi gelombang ii dimulai ganjar targetkan orang divaksin setiap hari,"['vaksinasi', 'gelombang', 'ii', 'dimulai', 'ganjar', 'targetkan', 'orang', 'divaksin', 'setiap', 'hari']","['', 'gelombang', 'ii', 'dimulai', 'ganjar', 'targetkan', 'orang', 'hari']","['', 'gelombang', 'ii', 'mulai', 'ganjar', 'target', 'orang', 'hari']"
666,Pfizer Janjikan Vaksin Covid-19 mRNA Bisa Disimpan pada Suhu Tinggi,Kompas,0,pfizer janjikan vaksin covid mrna bisa disimpan pada suhu tinggi,"['pfizer', 'janjikan', 'vaksin', 'covid', 'mrna', 'bisa', 'disimpan', 'pada', 'suhu', 'tinggi']","['pfizer', 'janjikan', 'mrna', 'disimpan', 'suhu', 'tinggi']","['pfizer', 'janji', 'mrna', 'simpan', 'suhu', 'tinggi']"
667,Survei Indikator Politik: Hanya 55 Persen Masyarakat yang Bersedia Divaksin,Kompas,-1,survei indikator politik hanya persen masyarakat yang bersedia divaksin,"['survei', 'indikator', 'politik', 'hanya', 'persen', 'masyarakat', 'yang', 'bersedia', 'divaksin']","['survei', 'indikator', 'politik', 'persen', 'masyarakat', 'bersedia', '']","['survei', 'indikator', 'politik', 'persen', 'masyarakat', 'sedia', '']"
668,"Vaksinasi Covid-19 Tahap Dua, Pedagang Malioboro hingga Beringharjo Akan Disuntik Vaksin",Kompas,0,vaksinasi covid tahap dua pedagang malioboro hingga beringharjo akan disuntik vaksin,"['vaksinasi', 'covid', 'tahap', 'dua', 'pedagang', 'malioboro', 'hingga', 'beringharjo', 'akan', 'disuntik', 'vaksin']","['', 'tahap', 'pedagang', 'malioboro', 'hingga', 'beringharjo', 'disuntik', '']","['', 'tahap', 'dagang', 'malioboro', 'hingga', 'beringharjo', 'suntik', '']"
669,"Pasien Diabetes Boleh Divaksin Covid-19, Asalkan�",Kompas,1,pasien diabetes boleh divaksin covid asalkan,"['pasien', 'diabetes', 'boleh', 'divaksin', 'covid', 'asalkan']","['pasien', 'diabetes', 'asalkan']","['pasien', 'diabetes', 'asal']"
670,UPDATE: 736.710 Tenaga Kesehatan Terima Vaksin Covid-19 Dosis Kedua,Kompas,0,update tenaga kesehatan terima vaksin covid dosis kedua,"['update', 'tenaga', 'kesehatan', 'terima', 'vaksin', 'covid', 'dosis', 'kedua']","['update', 'tenaga', 'kesehatan', 'terima', 'dosis', 'kedua']","['update', 'tenaga', 'sehat', 'terima', 'dosis', 'dua']"
671,TNI Kerahkan 20 Penyuntik Vaksin Covid-19 untuk Pedagang Pasar Tanah Abang,Kompas,0,tni kerahkan penyuntik vaksin covid untuk pedagang pasar tanah abang,"['tni', 'kerahkan', 'penyuntik', 'vaksin', 'covid', 'untuk', 'pedagang', 'pasar', 'tanah', 'abang']","['tni', 'kerahkan', 'penyuntik', 'pedagang', 'pasar', 'tanah', 'abang']","['tni', 'kerah', 'suntik', 'dagang', 'pasar', 'tanah', 'abang']"
672,Jokowi: Jumlah Ketersediaan Vaksin Baru Mulai Memadai Pertengahan Tahun,Kompas,0,jokowi jumlah ketersediaan vaksin baru mulai memadai pertengahan tahun,"['jokowi', 'jumlah', 'ketersediaan', 'vaksin', 'baru', 'mulai', 'memadai', 'pertengahan', 'tahun']","['jokowi', 'jumlah', 'ketersediaan', 'baru', 'mulai', 'memadai', 'pertengahan', 'tahun']","['jokowi', 'jumlah', 'sedia', 'baru', 'mulai', 'pada', 'tengah', 'tahun']"
673,"Soal Vaksinasi Mandiri, Menkes Ingatkan 4 Prinsip: Vaksin Gratis hingga Bukan untuk Bisnis",Kompas,1,soal vaksinasi mandiri menkes ingatkan prinsip vaksin gratis hingga bukan untuk bisnis,"['soal', 'vaksinasi', 'mandiri', 'menkes', 'ingatkan', 'prinsip', 'vaksin', 'gratis', 'hingga', 'bukan', 'untuk', 'bisnis']","['soal', 'mandiri', 'menkes', 'ingatkan', 'prinsip', 'gratis', 'hingga', 'bukan', 'bisnis']","['soal', 'mandiri', 'menkes', 'ingat', 'prinsip', 'gratis', 'hingga', 'bukan', 'bisnis']"
674,Jokowi: Vaksin yang Ada di Dunia Ini Menjadi Rebutan 215 Negara,Kompas,0,jokowi vaksin yang ada di dunia ini menjadi rebutan negara,"['jokowi', 'vaksin', 'yang', 'ada', 'di', 'dunia', 'ini', 'menjadi', 'rebutan', 'negara']","['jokowi', 'dunia', 'menjadi', 'rebutan', 'negara']","['jokowi', 'dunia', 'jadi', 'rebut', 'negara']"
675,Warga Riau Penolak Vaksin Covid-19 Pengurusan KTP dan SIM-nya Bisa Ditunda,Kompas,-1,warga riau penolak vaksin covid pengurusan ktp dan simnya bisa ditunda,"['warga', 'riau', 'penolak', 'vaksin', 'covid', 'pengurusan', 'ktp', 'dan', 'simnya', 'bisa', 'ditunda']","['warga', 'riau', 'penolak', 'pengurusan', 'ktp', 'simnya', 'ditunda']","['warga', 'riau', 'tolak', 'urus', 'ktp', 'simnya', 'tunda']"
676,7 Juta Dosis Vaksin Covid-19 untuk Lansia di Ibu Kota Provinsi,Kompas,0,juta dosis vaksin covid untuk lansia di ibu kota provinsi,"['juta', 'dosis', 'vaksin', 'covid', 'untuk', 'lansia', 'di', 'ibu', 'kota', 'provinsi']","['juta', 'dosis', 'lansia', 'ibu', 'kota', 'provinsi']","['juta', 'dosis', 'lansia', 'ibu', 'kota', 'provinsi']"
